"Enrichment FDR","Genes in list","Total genes","Functional Category","Genes"
0.00239077352401932,115,3789,"Positive regulation of metabolic process ","E2F2 MAP2K3 FLT4 NFATC2 RELB LTBR SSBP4 GDF15 SESN2 PIK3R5 TNFRSF14 MLKL RELA SOX12 ASCL2 TLR7 TEAD4 HSPA1A E2F4 AXIN1 FURIN FZD7 CREBBP WAS CYBA SPI1 BCL3 JMJD6 NFKB2 TREM2 ELF4 GPS2 FHOD1 ARRB2 VENTX RUNX1 SCIMP CREBRF NOD2 SERPINF2 TNIP2 LGALS9 FOXA3 CEBPB TLR6 MLXIP ETV4 CHEK2 MAFF CARD9 C5AR1 SPN CEBPA ADRA2B MLXIPL TYROBP SLC11A1 TNFRSF1B POU2F2 MNT SIRT4 PABPC1L CDC25B ARID3A ESRRB G0S2 KDM6B CHI3L1 C5AR2 HAVCR2 ETV6 JDP2 PRDM15 TBX19 TBX6 BCL2L11 BATF MSX1 SYK NAB2 ATG4B SLC50A1 PTAFR BANP GLIS1 PTPN2 NUPR1 HCLS1 ARAP1 SERTAD1 MAFG CARD11 MAFB ETV5 FGR PTBP1 PLAUR GRN SOAT1 TENT4A RPS6KA1 TENT4B PARP16 RCN3 NCF1 RPS6KA4 IRS2 CXCR4 USP21 ZC3H12D CD86 TNFRSF10B TAF1C EBI3 IRAK2"
0.00244615849376556,34,793,"Regulation of MAPK cascade ","MAP2K3 FLT4 IRAK3 LTBR GDF15 PIK3R5 MLKL SPRY4 FZD7 TREM2 PTPN6 GPS2 ARRB2 SCIMP NOD2 SERPINF2 TLR6 CARD9 C5AR1 ADRA2B CHRNA10 C5AR2 HAVCR2 PRDM15 SYK PTPN2 STK40 CHI3L1 EPHA2 NCF1 LGALS9 AXIN1 CXCR4 IRAK2"
0.00244615849376556,95,3006,"Regulation of protein metabolic process ","MAP2K3 FLT4 IRAK3 LTBR GDF15 PIK3R5 SERPINH1 TNFRSF14 SERPINF2 MLKL SPRY4 EIF4EBP1 TLR7 SERPINA1 HSPA1A AXIN1 FURIN FZD7 SSH1 TREM2 DNAJB6 PTPN6 RPS6KA1 SESN2 GPS2 ARRB2 SCIMP NOD2 TLR6 CARD9 C5AR1 SPN ADRA2B FGR PLAUR TYROBP SLC11A1 BCL3 SIRT4 BIRC5 MKNK2 CDC25B CHRNA10 CHI3L1 C5AR2 HAVCR2 MICAL1 JDP2 PRDM15 BCL2L11 SYK SPINT1 NAB2 ATG4B INPP5D PTAFR CEBPB BANP RELA PTPN2 NUPR1 HCLS1 SIAH2 CHEK2 STK40 INKA2 CARD11 MLXIPL PTBP1 TNFRSF1B GRN SOAT1 SPI1 TCOF1 CHAC1 PARP16 RCN3 EPHA2 NCF1 RPS6KA4 LGALS9 VSIG4 JAK3 HAP1 ZC3H12D CD86 TNFRSF10B EBI3 CXCR4 IRAK2 C1QC C1QB C1QA SERTAD1 CEBPA"
0.00260246258043424,7,56,"T-helper cell differentiation ","SPN BCL3 RELB HLX BATF JAK3 CD86"
0.00265391995848431,5,26,"Mature B cell differentiation ","POU2F2 BCL3 CMTM7 ADA SLAMF8"
0.00285836364476583,17,287,"Phagocytosis ","FCER1G CYBA FGR TYROBP SLC11A1 JMJD6 TREM2 SH3BP1 NCF4 HCK MYO7A VAV1 SYK IL15RA IL2RG WAS ARPC1B"
0.00300208024896913,4,15,"Regulation of postsynaptic membrane organization ","SSH1 ZMYND8 FZD9 SHANK3"
0.00300208024896913,6,41,"Macrophage differentiation ","C1QC SPI1 ZBTB46 PTPN2 HCLS1 CEBPA"
0.00315329592045811,5,27,"Positive regulation of leukocyte degranulation ","SYK FGR FCER1G PTAFR VAMP8"
0.00322489905266968,40,1006,"Response to lipid ","SLC11A1 CD86 CD180 SSTR2 PALM3 ARRB2 MICB FKBP4 GIPR TNFRSF1B CYBA TBXAS1 NFKB2 IRAK3 TREM2 IL10RA KMO ESRRB ARPC1B IRAK2 HAVCR2 GNRH1 CREBRF TNIP2 PTAFR CEBPB RELA EIF4EBP1 C5AR1 CCR5 NOD2 LGALS9 FES LILRA2 WNT5B FZD7 HCK AXIN1 BCL2L11 RUNX1"
0.00339165347940292,27,585,"Wound healing ","FERMT3 PROC FCER1G SYK SERPINF2 SLC11A1 WNT5B PTPN6 CXCR4 FZD7 GPR4 FZD9 SERPINA1 ADRA2B PLAUR WAS GNA15 DGKA DOCK6 MICAL1 ARRB2 PIK3R5 VAV1 SH2B2 MAFF MAFG MAFK"
0.00339165347940292,9,97,"B cell proliferation ","SASH3 CD180 TYROBP TNFSF13B INPP5D IRS2 ADA CARD11 NFATC2"
0.00355777464158255,10,119,"Positive regulation of interleukin-6 production ","TLR7 CYBA NOD2 LILRA2 TYROBP FCER1G PTAFR CARD9 LGALS9 TLR6"
0.00355777464158255,23,465,"Positive regulation of cell adhesion ","JAK3 CD86 SYK TNFRSF14 LGALS9 CLECL1 CARD11 TNFSF13B PTPN6 SASH3 HAVCR2 HLX VAV1 CCDC88B PTAFR NPY2R ADA RASAL3 RELA RUNX1 NOD2 EBI3 SERPINF2"
0.00382671115127136,6,43,"Positive regulation of B cell proliferation ","SASH3 TNFSF13B IRS2 ADA CARD11 NFATC2"
0.00383132048908433,3,7,"Interleukin-4-mediated signaling pathway ","JAK3 IL2RG PTPN2"
0.00383132048908433,3,7,"Negative regulation of macrophage differentiation ","C1QC ZBTB46 PTPN2"
0.00391233408079394,60,1725,"Response to oxygen-containing compound ","SLC11A1 CD86 SESN2 CD180 NOD2 SSTR2 IRS2 PALM3 SSH1 NCF1 RELA MICB P2RY11 MLXIPL GIPR TNFRSF1B CYBA TBXAS1 SPI1 NFKB2 BIRC5 IRAK3 ANGPT2 TREM2 IL10RA KMO ARPC1B GDF15 KDM6B IRAK2 HAVCR2 SLC2A5 GNRH1 FANCC SH2B2 TNIP2 PTAFR BCL2L1 RGS19 CEBPB PTPN2 CHEK2 CARD9 EIF4EBP1 ADA C5AR1 PIM3 SIPA1 CCR5 TLR6 LGALS9 FES LILRA2 WNT5B FZD7 GRK2 GNA15 HCK JAK3 TCIRG1"
0.00406232668491111,13,192,"Lymphocyte activation involved in immune response ","CD180 FCER1G HAVCR2 LGALS9 SPN SLC11A1 BCL3 RELB HLX BATF ADA JAK3 CD86"
0.00415684452355225,12,168,"Positive regulation of leukocyte differentiation ","SYK LGALS9 TYROBP SASH3 ZBTB46 HLX INPP5D HCLS1 ADA RUNX1 FES CD86"
0.00417253803476811,39,987,"Negative regulation of programmed cell death ","BCL2L1 PIM3 NOL12 GRN BCL3 BIRC5 DNAJB6 RPS6KA1 TNIP2 RELA HSPA1A MNT SIRT4 TREM2 MICAL1 ARRB2 GNRH1 FCER1G MPZ CCR5 MSX1 CHST11 CEBPB NUPR1 IRS2 STK40 ADA C5AR1 PLAUR FLT4 HCK PROC HCLS1 SIAH2 FZD9 JAK3 NOD2 TNFRSF10B TNFRSF10D"
0.00422442905074593,71,2139,"Movement of cell or subcellular component ","SEMA3F WAS ARHGAP4 ABI3 CXCR4 ZSWIM4 SINHCAF EPHA2 TNFRSF14 FCER1G CCR5 SEMA6B HAP1 GPSM3 SRGAP2 ANGPT2 NFATC2 SRPX2 WNT5B MYO7A PLA2G7 FERMT3 PKN3 SYK FGR SSH1 TREM2 SH3BP1 VASP SSH2 VAV1 GNRH1 PSTPIP2 PTAFR IL16 IL17RA CDH4 FMNL1 IRS2 ADA C5AR1 SPN GRN MAP2K3 FLT4 RIPOR1 HDAC7 ZMYND8 TMIGD3 PLVAP C5AR2 ARRB2 ADCY10 LGALS9 FES ARAP1 ADORA3 SLAMF8 CUZD1 CD84 MYBPC2 HCK SLC7A6 PTPN6 DOK1 TNFRSF10B SPTBN5 SLC7A7 SLC3A2 INPP5D TNFRSF10D"
0.00426329261608713,5,29,"Regulation of B cell receptor signaling pathway ","PTPN6 GPS2 CMTM3 NFAM1 RUNX1"
0.00434912285909837,37,922,"Cell-cell adhesion ","FERMT3 JAK3 CD86 TNFRSF14 TNFAIP8L2 SYK CDH4 SRPX2 HAVCR2 LGALS9 CLECL1 ADA CARD11 TNFSF13B DNAJB6 PTPN6 SASH3 HLX GNRH1 VSIG4 PCDH1 CCDC88B PTAFR CEBPB PTPN2 RASAL3 MPZ RELA RUNX1 NOD2 SPN FXYD5 COL8A2 CD84 EBI3 VAV1 SERPINF2"
0.00438804261195761,67,1993,"Positive regulation of nucleobase-containing compound metabolic process ","E2F2 NFATC2 RELB SSBP4 RELA SOX12 ASCL2 TEAD4 E2F4 CREBBP WAS MAP2K3 SPI1 BCL3 JMJD6 NFKB2 ELF4 GPS2 FHOD1 VENTX FZD7 RUNX1 CREBRF NOD2 SERPINF2 TNIP2 FOXA3 CEBPB MLXIP ETV4 CHEK2 MAFF HSPA1A CEBPA MLXIPL SLC11A1 TNFRSF1B POU2F2 MNT TREM2 PABPC1L ARID3A ESRRB KDM6B ETV6 ARRB2 PRDM15 TBX19 TBX6 BATF MSX1 BANP GLIS1 NUPR1 HCLS1 SERTAD1 MAFG MAFB ETV5 AXIN1 RPS6KA1 SESN2 NCF1 RPS6KA4 USP21 ZC3H12D CD86"
0.00489471826113311,19,359,"Lymphocyte mediated immunity ","FCER1G MICB LGALS9 SLC11A1 TNFRSF1B POU2F2 BCL3 TCIRG1 PTPN6 SASH3 HAVCR2 VAV1 BATF C1QC INPP5D C1QB C1QA WAS ARRB2"
0.00490074288301306,82,2570,"Phosphorylation ","FGR CDK11A MAP2K3 FLT4 DGKA IRAK3 MKNK2 CDKL1 HCK JAK3 LTBR GDF15 PIK3R5 SLA TNFRSF14 PKN3 RPS6KA4 MLKL SPRY4 PEAK3 PIM3 FZD7 BIRC5 TREM2 CDC25B SRPX2 AXIN1 PTPN6 PLVAP SESN2 GPS2 ARRB2 SCIMP SYK NOD2 SERPINF2 LGALS9 TLR6 FES CHEK2 CARD9 TLR7 C5AR1 ADRA2B MLXIPL SLC11A1 RPS6KA1 ESRRB STK35 CHRNA10 CHI3L1 IRAK2 C5AR2 HAVCR2 MICAL1 PRDM15 EPHA2 NAB2 PPM1D GRK2 PTPN2 HCLS1 IRS2 STK40 INKA2 SHANK3 CCR5 PLAUR PARP16 NCF1 TMEM150A NUPR1 SLAMF8 TNFRSF10B RASAL3 CXCR4 SPTBN5 IL2RG TNIP2 IL3RA SERTAD1 CEBPA"
0.00493575205570586,7,63,"Microglial cell activation ","TYROBP TREM2 C1QA TLR6 TLR7 C5AR1 GRN"
0.00493575205570586,2,2,"Detection of peptidoglycan ","NOD2 TREM2"
0.00493575205570586,7,63,"Regulation of interleukin-10 production ","LGALS9 TYROBP BCL3 SASH3 FCER1G JAK3 NOD2"
0.00493575205570586,2,2,"Regulation of interleukin-3 production ","HAVCR2 SYK"
0.00493575205570586,2,2,"Follicular dendritic cell differentiation ","BCL3 NFKB2"
0.00493575205570586,7,63,"Leukocyte activation involved in inflammatory response ","TYROBP TREM2 C1QA TLR6 TLR7 C5AR1 GRN"
0.00493575205570586,2,2,"Complement component C5a signaling pathway ","C5AR1 C5AR2"
0.00493575205570586,2,2,"NcRNA polyadenylation ","TENT4A TENT4B"
0.00493575205570586,11,148,"Regulation of T cell differentiation ","LGALS9 SASH3 HLX SYK PTPN2 ADA CARD11 JAK3 RUNX1 CD86 NFATC2"
0.00493575205570586,2,2,"SnoRNA polyadenylation ","TENT4A TENT4B"
0.00493575205570586,5,30,"Interleukin-8 secretion ","CHI3L1 TLR6 C5AR2 MAPKBP1 LGALS9"
0.00494642624380537,23,479,"Positive regulation of innate immune response ","TLR6 TLR7 MICB CYBA NOD2 RELA LILRA2 IRAK3 GPS2 IRAK2 HAVCR2 ARRB2 VAV1 TNIP2 CARD9 HSPA1A CREBBP HCK RELB FCER1G SYK MUC6 CARD11"
0.00504307990638198,38,966,"Negative regulation of apoptotic process ","BCL2L1 PIM3 NOL12 GRN BCL3 BIRC5 DNAJB6 RPS6KA1 TNIP2 RELA HSPA1A MNT SIRT4 MICAL1 ARRB2 GNRH1 FCER1G MPZ CCR5 MSX1 CHST11 CEBPB NUPR1 IRS2 STK40 ADA C5AR1 PLAUR FLT4 HCK PROC HCLS1 SIAH2 FZD9 JAK3 NOD2 TNFRSF10B TNFRSF10D"
0.00504307990638198,84,2653,"Regulation of cellular component organization ","SEMA3F WAS SSH1 SH3BP1 ARPC1B ZSWIM4 OSGIN1 SSH2 FCER1G SEMA6B FCHSD1 HSPA1A NOL12 BCL2L1 HCLS1 GRN CYBA HCK SRPX2 DNAJB6 VASP DNAJB1 FHOD1 GPR65 BCL2L11 CDA MSX1 SERPINF2 TMC8 RCC1 SERTAD1 ITSN2 FGR FKBP4 ZMYND10 TYROBP SLC11A1 TNFRSF1B SIRT4 ARHGAP4 IRAK3 TREM2 ZMYND8 NFATC2 IL10RA CXCR4 GDF15 SESN2 SPTBN5 JDP2 ARRB2 TBX6 GRASP SYK HAP1 CDH4 FMNL1 EIF4EBP1 FZD9 LST1 ETV5 SHANK3 CDK11A PLAUR SPI1 TENT4B COLGALT1 IL15RA EPHA2 IL2RG RPS6KA4 ENTR1 ANKRD13D NUPR1 FES ARAP1 CDKL1 BMF FGD3 TLR6 OGFR SIPA1 RPS6KA1 RUNX1"
0.00508804127399249,6,46,"Regulation of CD4-positive, alpha-beta T cell differentiation ","LGALS9 SASH3 HLX JAK3 RUNX1 CD86"
0.00525609871306508,7,64,"Lymphocyte homeostasis ","JAK3 LGALS9 TNFSF13B TCIRG1 BCL2L11 SH2B2 ADA"
0.00531541284241406,14,225,"Regulation of chemotaxis ","SEMA3F ZSWIM4 SEMA6B GPSM3 ANGPT2 PLA2G7 TREM2 CXCR4 IL16 PTPN2 C5AR1 C5AR2 LGALS9 SLAMF8"
0.00544126381243365,17,307,"Intrinsic apoptotic signaling pathway ","BCL2L1 EPHA2 BCL2L11 MSX1 AEN CHEK2 HSPA1A E2F2 TNFRSF1B CEBPB PTPN2 NUPR1 PLAUR BCL3 TNFRSF10B CHAC1 BMF"
0.00546222829456558,5,31,"Positive regulation of epidermal growth factor receptor signaling pathway ","PLAUR NCF1 HAP1 DOK1 ARAP1"
0.00547077962734786,3,8,"Negative regulation of granulocyte differentiation ","C1QC ZBTB46 INPP5D"
0.00548439960348478,12,175,"Negative regulation of immune effector process ","GRN CD84 HAVCR2 LGALS9 MICB IRAK3 PTPN6 HLX ARRB2 VSIG4 JAK3 SLAMF8"
0.00552554374322835,16,280,"I-kappaB kinase/NF-kappaB signaling ","LGALS9 RELB LTBR NOD2 RELA TLR7 CPNE1 BCL3 TNIP2 TLR6 S100A4 IRAK2 CARD9 CARD11 TNFRSF10B MAPKBP1"
0.005531875021357,4,18,"Positive regulation of mast cell activation ","SYK FGR FCER1G VAMP8"
0.005531875021357,4,18,"T-helper 1 cell differentiation ","SPN RELB HLX JAK3"
0.0056213736526114,7,65,"Interleukin-10 production ","LGALS9 TYROBP BCL3 SASH3 FCER1G JAK3 NOD2"
0.00577734219127641,8,85,"Regulation of interleukin-8 production ","TLR7 TLR6 BCL3 C5AR2 MAPKBP1 NOD2 LGALS9 HSPA1A"
0.00587612523131708,16,282,"Positive regulation of immune effector process ","SASH3 TNFRSF14 SYK FES MICB CD84 LGALS9 FGR HLX VAV1 FCER1G NOD2 PTAFR VAMP8 STXBP2 CD86"
0.00604698499287191,57,1653,"Regulation of phosphorylation ","MAP2K3 FLT4 IRAK3 LTBR GDF15 PIK3R5 TNFRSF14 MLKL SPRY4 FZD7 TREM2 SRPX2 AXIN1 PTPN6 SESN2 GPS2 ARRB2 SCIMP NOD2 SERPINF2 TLR6 CARD9 C5AR1 ADRA2B FGR MLXIPL SLC11A1 CDC25B ESRRB CHRNA10 CHI3L1 C5AR2 HAVCR2 MICAL1 PRDM15 SYK NAB2 PTPN2 HCLS1 CHEK2 IRS2 STK40 TLR7 INKA2 PLAUR PARP16 EPHA2 NCF1 RPS6KA4 LGALS9 NUPR1 SLAMF8 TNFRSF10B CXCR4 IRAK2 SERTAD1 CEBPA"
0.00614733654809345,6,48,"Negative regulation of interleukin-6 production ","IRAK3 PTPN6 HAVCR2 ARRB2 INPP5D C5AR2"
0.00614733654809345,5,32,"Positive regulation of myeloid leukocyte mediated immunity ","SYK FGR FCER1G PTAFR VAMP8"
0.00637561079857136,24,521,"Positive regulation of cell migration ","SEMA3F TNFRSF14 SEMA6B GPSM3 WNT5B PLA2G7 FERMT3 FGR SSH1 TREM2 SRPX2 CXCR4 SSH2 PTAFR IRS2 C5AR1 GRN MAP2K3 FLT4 RIPOR1 HDAC7 PLVAP LGALS9 SPN"
0.00648462963784069,16,285,"Cytokine secretion ","TNFRSF14 NOD2 LGALS9 CLECL1 LILRA2 FGR TNFRSF1B TCIRG1 CHI3L1 HAVCR2 SYK TLR6 IL17RA CARD11 C5AR2 MAPKBP1"
0.00662756599930038,13,205,"NIK/NF-kappaB signaling ","RELB RELA TLR7 NFKB2 CHI3L1 HAVCR2 BCL3 HDAC7 NOD2 LGALS9 CPNE1 TNFRSF10B TLR6"
0.00664602185531936,39,1018,"Positive regulation of cell differentiation ","SYK SERPINF2 LGALS9 TMEM119 ITSN2 CPNE1 ADRA2B TYROBP TNFRSF1B JADE2 TREM2 ZMYND8 NFATC2 WNT5B CXCR4 SASH3 GDF15 ZBTB46 HLX ARRB2 SPINT1 INPP5D CEBPB RELA C1QA HAP1 CDH4 HCLS1 ADA ETV5 CEBPA SHANK3 PROC RUNX1 FES HSPA1A GRN CD86 RPS6KA1"
0.00672116142281629,19,372,"Regulation of supramolecular fiber organization ","WAS SSH1 ARPC1B SSH2 FCHSD1 VASP FHOD1 GPR65 SERPINF2 FKBP4 SPTBN5 SHANK3 SH3BP1 COLGALT1 HCLS1 FES ARAP1 HSPA1A HCK"
0.00698859382731353,5,33,"Positive regulation of ERBB signaling pathway ","PLAUR NCF1 HAP1 DOK1 ARAP1"
0.00714271763909773,107,3597,"Phosphorus metabolic process ","FGR CDK11A MAP2K3 FLT4 DGKA CETP IRAK3 MKNK2 CDKL1 HCK JAK3 LTBR KMO GDF15 PIK3R5 SLA TNFRSF14 PKN3 RPS6KA4 BNIPL MLKL AGPAT2 DPAGT1 SPRY4 PEAK3 PIM3 FZD7 BIRC5 TREM2 CDC25B SRPX2 AXIN1 PTPN6 PLVAP SESN2 GPS2 ARRB2 ADCY10 PLA2G7 CDA SCIMP SYK NOD2 SERPINF2 LGALS9 PPM1D TLR6 FES CHEK2 CARD9 TLR7 C5AR1 HSPA1A ADRA2B MLXIPL SLC11A1 PNPLA6 SSH1 PALD1 RPS6KA1 ESRRB STK35 CHRNA10 MGAT1 CHI3L1 IRAK2 C5AR2 HAVCR2 MICAL1 SSH2 PRDM15 EPHA2 NAB2 PROCA1 INPP5D PTAFR GRK2 PTPN2 HCLS1 DGAT1 IRS2 STK40 ADA INKA2 CARD11 PPM1N SHANK3 CCR5 PTBP1 PLAUR PARP16 NCF1 TMEM150A NUPR1 SLAMF8 TNFRSF10B RASAL3 CXCR4 TPST2 SPTBN5 PLA1A IL2RG TNIP2 IL3RA SERTAD1 CPNE1 CEBPA"
0.00719998587365788,35,886,"Regulation of secretion ","RHBDF2 TNFRSF14 SYK FES CD84 VAMP8 NOD2 LGALS9 LILRA2 FGR GIPR TNFRSF1B CYBA SIRT4 BIRC5 GIT1 TCIRG1 KMO HAVCR2 MICAL1 FCER1G PTAFR HAP1 TLR6 IL17RA NPY2R IRS2 ADA PIM3 TREM2 C5AR2 MAPKBP1 STXBP2 GRK2 ADRA2B"
0.00724302138905409,79,2498,"Regulation of catalytic activity ","MAP2K3 IRAK3 ARHGAP9 PIK3R5 SERPINH1 SERPINF2 MLKL SPRY4 SERPINA1 SIRT4 GMIP AXIN1 DNAJB6 RPS6KA1 GDF15 DNAJB1 GPR65 FURIN TLR6 ARAP1 HSPA1A SRGAP2 ADRA2B ORAI1 FGR WAS SLC11A1 CYBA BIRC5 ARHGAP4 SH3BP1 NCF4 RIN3 CDC25B RASAL3 SIPA1L3 GIT1 PTPN6 SESN2 GPS2 CHI3L1 MICAL1 ARRB2 VAV1 BCL2L11 SYK SPINT1 NAB2 PTAFR PTPN2 NUPR1 ARHGAP45 IRS2 ARHGAP30 C5AR1 INKA2 GPSM3 SIPA1 PLAUR GRN PARP16 RCN3 EPHA2 NCF1 LGALS9 SIAH2 FGD3 SLAMF8 NOD2 TNFRSF10B GIPR GNA15 TMIGD3 CXCR4 IRAK2 SERTAD1 P2RY11 CEBPA ADORA3"
0.00730068105946222,44,1199,"Cellular response to oxygen-containing compound ","CD86 SESN2 CD180 SSTR2 IRS2 SSH1 NCF1 NOD2 RELA P2RY11 MLXIPL CYBA SPI1 BIRC5 TREM2 KMO GDF15 KDM6B IRAK2 HAVCR2 SLC2A5 FANCC SH2B2 TNIP2 PTAFR BCL2L1 CEBPB PTPN2 CHEK2 EIF4EBP1 PIM3 SIPA1 CCR5 TLR6 TNFRSF1B FES LILRA2 WNT5B FZD7 GRK2 GNA15 HCK JAK3 TCIRG1"
0.00757971567325978,3,9,"Positive regulation of antigen processing and presentation ","TREM2 SLC11A1 NOD2"
0.00767717119936367,7,69,"Negative regulation of tumor necrosis factor production ","IRAK3 BCL3 PTPN6 ARRB2 C5AR2 HAVCR2 LGALS9"
0.00773714334206827,17,319,"Regulation of ERK1 and ERK2 cascade ","FLT4 TREM2 PTPN6 ARRB2 SCIMP SERPINF2 C5AR1 CHRNA10 C5AR2 HAVCR2 SYK PTPN2 SPRY4 CHI3L1 EPHA2 LGALS9 NOD2"
0.00792361742060189,4,20,"Regulation of defense response to bacterium ","CYBA HAVCR2 MAPKBP1 GRN"
0.00792361742060189,8,90,"Regulation of leukocyte apoptotic process ","LGALS9 FCER1G CCR5 IRS2 ADA HCLS1 JAK3 NOD2"
0.00792361742060189,8,90,"Leukocyte homeostasis ","JAK3 LGALS9 TNFSF13B TCIRG1 BCL2L11 FCER1G SH2B2 ADA"
0.00792361742060189,11,159,"Positive regulation of JNK cascade ","LTBR MLKL FZD7 NOD2 SERPINF2 TLR6 CARD9 SYK FLT4 NCF1 AXIN1"
0.00792361742060189,41,1099,"Negative regulation of cell death ","BCL2L1 PIM3 NOL12 GRN BCL3 BIRC5 DNAJB6 RPS6KA1 TNIP2 RELA HSPA1A TNFRSF1B MNT SIRT4 TREM2 MICAL1 ARRB2 GNRH1 FCER1G MPZ CCR5 MSX1 CHST11 CEBPB NUPR1 IRS2 STK40 ADA C5AR1 PLAUR FLT4 HCK PROC PARP16 HCLS1 SIAH2 FZD9 JAK3 NOD2 TNFRSF10B TNFRSF10D"
0.00794982099238024,9,112,"Negative regulation of leukocyte differentiation ","C1QC LILRB3 ZBTB46 HLX INPP5D PTPN2 MAFB JAK3 RUNX1"
0.00794982099238024,9,112,"Leukocyte apoptotic process ","LGALS9 BCL2L11 FCER1G CCR5 IRS2 ADA HCLS1 JAK3 NOD2"
0.00798424468613893,6,51,"Regulation of neuroinflammatory response ","TNFRSF1B TREM2 C1QA NUPR1 C5AR1 GRN"
0.00798424468613893,6,51,"Positive regulation of glial cell differentiation ","TNFRSF1B TREM2 SPINT1 RELA C1QA CXCR4"
0.00802281199923718,33,826,"Regulation of secretion by cell ","RHBDF2 TNFRSF14 SYK FES CD84 VAMP8 NOD2 LGALS9 LILRA2 FGR GIPR TNFRSF1B SIRT4 BIRC5 GIT1 TCIRG1 KMO HAVCR2 MICAL1 FCER1G PTAFR HAP1 TLR6 IL17RA NPY2R IRS2 PIM3 TREM2 C5AR2 MAPKBP1 STXBP2 GRK2 ADRA2B"
0.00835569776721375,8,91,"Positive regulation of NIK/NF-kappaB signaling ","RELA TLR7 CHI3L1 HAVCR2 NOD2 LGALS9 TNFRSF10B TLR6"
0.00835569776721375,24,534,"Regulation of body fluid levels ","FERMT3 PROC FCER1G SYK SERPINF2 CYBA PTPN6 ADA SERPINA1 ADRA2B VAMP8 PLAUR WAS GNA15 DGKA DOCK6 MICAL1 ARRB2 PIK3R5 VAV1 SH2B2 MAFF MAFG MAFK"
0.00854652761850645,14,239,"Cellular response to lipopolysaccharide ","CD86 CD180 KMO IRAK2 HAVCR2 TNIP2 PTAFR CEBPB RELA CCR5 TNFRSF1B NOD2 LILRA2 HCK"
0.00868083373907854,5,35,"Positive regulation of interleukin-10 production ","LGALS9 BCL3 SASH3 FCER1G NOD2"
0.00868395671652526,7,71,"Negative regulation of tumor necrosis factor superfamily cytokine production ","IRAK3 BCL3 PTPN6 ARRB2 C5AR2 HAVCR2 LGALS9"
0.00868395671652526,7,71,"Glial cell activation ","TYROBP TREM2 C1QA TLR6 TLR7 C5AR1 GRN"
0.00890530898256767,52,1503,"Regulation of protein phosphorylation ","MAP2K3 FLT4 IRAK3 LTBR GDF15 PIK3R5 TNFRSF14 MLKL SPRY4 FZD7 TREM2 AXIN1 PTPN6 SESN2 GPS2 ARRB2 SCIMP NOD2 SERPINF2 TLR6 CARD9 C5AR1 ADRA2B FGR SLC11A1 CDC25B CHRNA10 CHI3L1 C5AR2 HAVCR2 MICAL1 PRDM15 SYK NAB2 PTPN2 HCLS1 CHEK2 STK40 TLR7 INKA2 MLXIPL PLAUR PARP16 EPHA2 NCF1 RPS6KA4 LGALS9 TNFRSF10B CXCR4 IRAK2 SERTAD1 CEBPA"
0.00909159539174392,13,214,"Positive regulation of hemopoiesis ","SYK LGALS9 TYROBP SASH3 ZBTB46 HLX INPP5D HCLS1 ADA RUNX1 FES HSPA1A CD86"
0.00913700459995237,12,188,"Acute inflammatory response ","FCER1G SERPINF2 NUPR1 CD163 SERPINA1 VSIG4 C5AR2 C1QC CEBPB C1QB C1QA C5AR1"
0.00933549451607589,7,72,"Intrinsic apoptotic signaling pathway in response to endoplasmic reticulum stress ","BCL2L1 HSPA1A CEBPB PTPN2 TNFRSF10B CHAC1 BCL2L11"
0.00948307382552033,16,298,"Stress-activated MAPK cascade ","LTBR MLKL FZD7 GPS2 NOD2 SERPINF2 LGALS9 TLR6 CARD9 SYK MAP2K3 FLT4 NCF1 AXIN1 IRAK2 TNIP2"
0.00967819271682707,11,164,"Myeloid cell homeostasis ","JAK3 MAFB SPI1 JMJD6 BCL2L11 FANCC FCER1G INPP5D PTPN2 HCLS1 HSPA1A"
0.00967819271682707,5,36,"Regulation of alpha-beta T cell proliferation ","TNFRSF14 SYK LGALS9 RASAL3 EBI3"
0.00987701390748008,3,10,"Synapse pruning ","C1QC C1QB C1QA"
0.00987701390748008,3,10,"Multi-organism membrane organization ","FCHSD1 CXCR4 CCR5"
0.0100854449883976,11,165,"Regulation of regulated secretory pathway ","SYK FES CD84 FGR GIT1 MICAL1 FCER1G PTAFR VAMP8 LGALS9 STXBP2"
0.0102554678700539,24,544,"Positive regulation of cell motility ","SEMA3F TNFRSF14 SEMA6B GPSM3 WNT5B PLA2G7 FERMT3 FGR SSH1 TREM2 SRPX2 CXCR4 SSH2 PTAFR IRS2 C5AR1 GRN MAP2K3 FLT4 RIPOR1 HDAC7 PLVAP LGALS9 SPN"
0.0102554678700539,25,576,"Positive regulation of locomotion ","SEMA3F TNFRSF14 SEMA6B GPSM3 WNT5B PLA2G7 FERMT3 FGR SSH1 TREM2 SRPX2 CXCR4 SSH2 PTAFR IL16 IRS2 C5AR1 GRN MAP2K3 FLT4 RIPOR1 HDAC7 PLVAP LGALS9 SPN"
0.0102554678700539,6,54,"Negative regulation of myeloid leukocyte differentiation ","C1QC LILRB3 ZBTB46 INPP5D PTPN2 MAFB"
0.0103527157982921,10,141,"Immunoglobulin mediated immune response ","FCER1G POU2F2 BCL3 TCIRG1 PTPN6 BATF C1QC INPP5D C1QB C1QA"
0.0106391000250886,4,22,"Defense response to protozoan ","SLC11A1 BCL3 BATF CCDC88B"
